case_id|page|lot|sell_order|type_prop|size1|size2|size3|price|tumbon|aumper|province|Law_Court_ID|deed_no|addrno|bit_time1|bit_time2|bit_time3|bit_time4|bit_time5|bit_time6|link|timestamp|lat|long|eva_unit|eval_unit_price|onweb
ผบ.96/2564|1/1|นนทบุรี 10/2565 - 1|8 - 1|ห้องชุด|0|0|30.59|1630447.0|บางเขน|เมืองนนทบุรี|นนทบุรี|101|156,120574,120575,120576,241627,241628,241629,241630,241631,241632|151/193|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.96&law_suit_year=2564&Law_Court_ID=101&deed_no=156,120574,120575,120576,241627,241628,241629,241630,241631,241632&addrno=151/193|2022-02-19 13:12:45.986079|13.84447182|100.52832714|||True
ผบ.253/2559|1/2|นนทบุรี 10/2565 - 1|19 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|20.0|621295.0|บางตลาด|ปากเกร็ด(ตลาดขวัญ)|นนทบุรี|121|12462|40/5|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.253&law_suit_year=2559&Law_Court_ID=121&deed_no=12462&addrno=40/5|2022-02-19 13:12:49.862572|13.88736292|100.52218151|||True
ผบ.1011/2562|1/3|นนทบุรี 10/2565 - 1|21 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|35.6|2139800.0|บางแม่นาง|บางใหญ่|นนทบุรี|101|58211|89/103|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1011&law_suit_year=2562&Law_Court_ID=101&deed_no=58211&addrno=89/103|2022-02-19 13:12:51.352662|13.85773623|100.3970702|||True
ผบ.1193/2562|1/4|นนทบุรี 10/2565 - 1|22 - 1|ห้องชุด|0|0|26.49|1880790.0|เสาธงหิน|บางใหญ่|นนทบุรี|313|105540|188/123|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1193&law_suit_year=2562&Law_Court_ID=313&deed_no=105540&addrno=188/123|2022-02-19 13:12:53.025877|13.87773351|100.41387447|||True
ผบ.2843/2562|1/5|นนทบุรี 10/2565 - 1|23 - 1|ห้องชุด|0|0|31.79|365585.0|บางใหญ่|บางใหญ่|นนทบุรี|121|97690,97691,97693,97696,97697,97699,97701|89/28|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2843&law_suit_year=2562&Law_Court_ID=121&deed_no=97690,97691,97693,97696,97697,97699,97701&addrno=89/28|2022-02-19 13:12:54.809520|13.84383142|100.38935606|||True
ผบ.127/2564|1/6|นนทบุรี 10/2565 - 1|24 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|36.1|2181700.0|บางคูรัด|บางบัวทอง|นนทบุรี|121|178769|85/13|1  07/04/2565 ถอนการยึด 07/04/2565|2  28/04/2565 ถอนการยึด 28/04/2565|3  19/05/2565 ถอนการยึด 19/05/2565|4  09/06/2565 ถอนการยึด 09/06/2565|5  30/06/2565 ถอนการยึด 30/06/2565|6  21/07/2565 ถอนการยึด 21/07/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.127&law_suit_year=2564&Law_Court_ID=121&deed_no=178769&addrno=85/13|2022-02-19 13:12:55.895522|13.91701645|100.37093729|||True
ผบ.17106/2562|1/7|นนทบุรี 10/2565 - 1|25 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|20.0|912800.0|บางรักพัฒนา|บางบัวทอง|นนทบุรี|121|156085|99/147|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.17106&law_suit_year=2562&Law_Court_ID=121&deed_no=156085&addrno=99/147|2022-02-19 13:13:02.228729|13.90981308|100.39962811|||True
ผบE.600/2563|1/8|นนทบุรี 10/2565 - 1|26 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.0|1221600.0|บางรักพัฒนา|บางบัวทอง|นนทบุรี|121|84020|300/701|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BAE.600&law_suit_year=2563&Law_Court_ID=121&deed_no=84020&addrno=300/701|2022-02-19 13:13:08.543378|13.89532544|100.42636419|||True
ผบ.1676/2563|1/9|นนทบุรี 10/2565 - 1|27 - 1|ห้องชุด|0|0|25.92|1384128.0|บางรักพัฒนา|บางบัวทอง|นนทบุรี|101|3040,185332,185333,185334,185335,185336|129/163|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1676&law_suit_year=2563&Law_Court_ID=101&deed_no=3040,185332,185333,185334,185335,185336&addrno=129/163|2022-02-19 13:13:11.563738|13.88808398|100.41093399|||True
พ.3050/2562|1/10|นนทบุรี 10/2565 - 1|28 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|3711600.0|ท่าทราย|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|101|20720|128/37|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BE.3050&law_suit_year=2562&Law_Court_ID=101&deed_no=20720&addrno=128/37|2022-02-19 13:13:13.509053|13.88453471|100.51260903|||True
ผบ.23685/2562|1/13|นนทบุรี 10/2565 - 1|29 - 1|ห้องชุด|0|0|30.39|1124430.0|ไทรม้า|เมืองนนทบุรี|นนทบุรี|145|8805|184/7|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.23685&law_suit_year=2562&Law_Court_ID=145&deed_no=8805&addrno=184/7|2022-02-19 13:13:20.080338|13.86806743|100.47255422|||True
ผบ.4525/2563|1/14|นนทบุรี 10/2565 - 1|30 - 1|ห้องชุด|0|0|29.24|1219308.0|ตลาดขวัญ (บางแพรก)|เมืองนนทบุรี|นนทบุรี|101|16345|64/376|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4525&law_suit_year=2563&Law_Court_ID=101&deed_no=16345&addrno=64/376|2022-02-19 13:13:31.634497|13.85484813|100.51988887|||True
ผบ.5060/2562|1/15|นนทบุรี 10/2565 - 1|31 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|50.0|2448560.0|บางแม่นาง|บางใหญ่|นนทบุรี|121|90759|95/282|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.5060&law_suit_year=2562&Law_Court_ID=121&deed_no=90759&addrno=95/282|2022-02-19 13:13:38.455703|13.88362226|100.3748923|||True
ผบ.3998/2559|1/16|นนทบุรี 10/2565 - 1|32 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|63.0|2873800.0|บางแม่นาง|บางใหญ่|นนทบุรี|101|75589|79/234|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3998&law_suit_year=2559&Law_Court_ID=101&deed_no=75589&addrno=79/234|2022-02-19 13:13:46.455140|13.88991027|100.37125414|||True
ผบE.232/2563|1/17|นนทบุรี 10/2565 - 1|33 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|38.2|2403425.5|บางม่วง|บางใหญ่|นนทบุรี|402|98182|5/65|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BAE.232&law_suit_year=2563&Law_Court_ID=402&deed_no=98182&addrno=5/65|2022-02-19 13:13:50.007625|13.84795691|100.4200983|||True
ผบ.3007/2558|1/18|นนทบุรี 10/2565 - 1|34 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.3|973800.0|ตลาดขวัญ(บางแพรก)|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|101|182141|24/18|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3007&law_suit_year=2558&Law_Court_ID=101&deed_no=182141&addrno=24/18|2022-02-19 13:13:52.872887|13.85818388|100.50942872|||True
ผบ.1477/2560|1/19|นนทบุรี 10/2565 - 1|35 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|1|1.0|9705356.25|บางรักใหญ่|บางบัวทอง|นนทบุรี|101|80372|214/20|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1477&law_suit_year=2560&Law_Court_ID=101&deed_no=80372&addrno=214/20|2022-02-19 13:13:54.922660|13.90435785|100.4232536|||True
ผบ.1338/2560|1/21|นนทบุรี 10/2565 - 1|36 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|45.6|11519680.0|บ้านใหม่|ปากเกร็ด|นนทบุรี|10|18655|7292-93|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1338&law_suit_year=2560&Law_Court_ID=010&deed_no=18655&addrno=7292-93|2022-02-19 13:14:02.855160|13.9408756|100.54132936|||True
ย.137/2558|1/23|นนทบุรี 10/2565 - 1|37 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|50|1|50.0|46776456.0|ไทรใหญ่|ไทรน้อย(บางบัวทอง)|นนทบุรี|101|11532|%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C2.137&law_suit_year=2558&Law_Court_ID=101&deed_no=11532&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9|2022-02-19 13:14:06.573452|13.97788032|100.33858737|||True
ร.815/2562|1/24|นนทบุรี 10/2565 - 1|38 - 1|ห้องชุด|0|0|25.98|1521877.5|คลองเกลือ|ปากเกร็ด|นนทบุรี|29|49512|19/1060|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C3.815&law_suit_year=2562&Law_Court_ID=029&deed_no=49512&addrno=19/1060|2022-02-19 13:14:14.175429|13.8971679|100.55227139|||True
ผบE.1820/2563|1/25|นนทบุรี 10/2565 - 1|39 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.5|1141250.0|เสาธงหิน|บางใหญ่|นนทบุรี|121|102158|70/108|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BAE.1820&law_suit_year=2563&Law_Court_ID=121&deed_no=102158&addrno=70/108|2022-02-19 13:14:17.331887|13.85644526|100.41774645|||True
พ.2364/2561|1/26|นนทบุรี 10/2565 - 1|40 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|19.0|1646120.0|บางรักน้อย|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|101|172170|111/25|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BE.2364&law_suit_year=2561&Law_Court_ID=101&deed_no=172170&addrno=111/25|2022-02-19 13:14:20.151407|13.88556633|100.45888763|||True
มย.54/2563|1/27|นนทบุรี 10/2565 - 1|41 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|17.4|1193965.0|บางเลน|บางใหญ่|นนทบุรี|101|105452|166/14|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.54&law_suit_year=2563&Law_Court_ID=101&deed_no=105452&addrno=166/14|2022-02-19 13:14:24.727153|13.85127767|100.42887893|||True
ผบ.254/2557|1/28|นนทบุรี 10/2565 - 1|42 - 1|ที่ดินว่างเปล่า|0|0|40.8|612000.0|บางบัวทอง|บางบัวทอง|นนทบุรี|12|77135|-|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.254&law_suit_year=2557&Law_Court_ID=012&deed_no=77135&addrno=-|2022-02-19 13:14:27.887574|13.94949708|100.36281537|||True
ผบ.2615/2562|1/29|นนทบุรี 10/2565 - 1|43 - 1|ห้องชุด|0|0|22.78|1084328.0|ปากเกร็ด(บ้านวัดบ่อ)|ปากเกร็ด(ตลาดขวัญ)|นนทบุรี|101|1141,11976,46234,46235,46236,46237,148953,148954,148955,148956|168/689|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2615&law_suit_year=2562&Law_Court_ID=101&deed_no=1141,11976,46234,46235,46236,46237,148953,148954,148955,148956&addrno=168/689|2022-02-19 13:14:39.363385|13.92870853|100.49329914|||True
ผบ.1203/2563|1/30|นนทบุรี 10/2565 - 1|44 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|20.0|1361228.0|บางบัวทอง|บางบัวทอง|นนทบุรี|101|92110|72/206|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1203&law_suit_year=2563&Law_Court_ID=101&deed_no=92110&addrno=72/206|2022-02-19 13:14:45.723651|13.91969319|100.38673457|||True
ผบ.18191/2562|1/31|นนทบุรี 10/2565 - 1|45 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|853600.0|บางกร่าง|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|121|171445|84/189|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.18191&law_suit_year=2562&Law_Court_ID=121&deed_no=171445&addrno=84/189|2022-02-19 13:14:50.751230|13.83451955|100.468884|||True
5946/2560|1/32|นนทบุรี 10/2565 - 1|46 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|1|57.6|4703040.0|ศาลากลาง|บางกรวย|นนทบุรี|127|9218|89/2|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=5946&law_suit_year=2560&Law_Court_ID=127&deed_no=9218&addrno=89/2|2022-02-19 13:14:54.883878|13.81075881|100.33446872|||True
ผบ.4961/2563|1/33|นนทบุรี 10/2565 - 1|47 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|808600.0|ทวีวัฒนา|ไทรน้อย|นนทบุรี|101|13562|7/838|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4961&law_suit_year=2563&Law_Court_ID=101&deed_no=13562&addrno=7/838|2022-02-19 13:15:00.672163|13.94411021|100.34619271|||True
ผบ.5828/2559|1/34|นนทบุรี 10/2565 - 1|48 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|21.0|1091880.0|บางบัวทอง|บางบัวทอง|นนทบุรี|10|159275|14/3342|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.5828&law_suit_year=2559&Law_Court_ID=010&deed_no=159275&addrno=14/3342|2022-02-19 13:15:03.967378|13.93841393|100.40392045|||True
ผบ.4409/2562|1/35|นนทบุรี 10/2565 - 1|49 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|1|34.0|6911365.0|พิมลราช|บางบัวทอง|นนทบุรี|101|128841|202/149|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4409&law_suit_year=2562&Law_Court_ID=101&deed_no=128841&addrno=202/149|2022-02-19 13:15:07.358009|13.91135852|100.43712353|||True
ผบ.4244/2561|1/36|นนทบุรี 10/2565 - 1|50 - 1|ห้องชุด|0|0|24.5|208250.0|สวนใหญ่(บางแพรก)|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|121|64412,64413,87171,87172|196/40|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4244&law_suit_year=2561&Law_Court_ID=121&deed_no=64412,%2064413,%2087171,%2087172&addrno=196/40|2022-02-19 13:15:11.809234|13.85172231|100.49610359|||True
ผบ.1296/2563|1/37|นนทบุรี 10/2565 - 1|51 - 1|ห้องชุด|0|0|29.04|1669800.0|ไทรม้า|เมืองนนทบุรี|นนทบุรี|901|8843|159/23|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1296&law_suit_year=2563&Law_Court_ID=901&deed_no=8843&addrno=159/23|2022-02-19 13:15:20.005216|13.87091083|100.46969054|||True
ผบ.2943/2563|1/38|นนทบุรี 10/2565 - 1|52 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.0|807840.0|บางคูรัด|บางบัวทอง|นนทบุรี|101|118821|50/2117|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2943&law_suit_year=2563&Law_Court_ID=101&deed_no=118821&addrno=50/2117|2022-02-19 13:15:22.746418|13.92786861|100.35043494|15000.0||True
ผบ.1076/2552|1/39|นนทบุรี 10/2565 - 1|53 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|1020400.0|บางรักพัฒนา(บางไผ่)|บางบัวทอง|นนทบุรี|121|73141|222/99|1  07/04/2565 งดขาย 07/04/2565|2  28/04/2565 งดขาย 28/04/2565|3  19/05/2565 งดขาย 19/05/2565|4  09/06/2565 งดขาย 09/06/2565|5  30/06/2565 งดขาย 30/06/2565|6  21/07/2565 งดขาย 21/07/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1076&law_suit_year=2552&Law_Court_ID=121&deed_no=73141&addrno=222/99|2022-02-19 13:15:25.594873|13.89579455|100.42844361|25000.0||True
ผบ.910/2563|1/40|นนทบุรี 10/2565 - 1|54 - 1|ห้องชุด|0|0|41.53|631256.0|บ้านใหม่|ปากเกร็ด|นนทบุรี|106|154605|26/509|"1  07/04/2565 -
คลิกเข้าร่วม"|"2  28/04/2565 -
คลิกเข้าร่วม"|"3  19/05/2565 -
คลิกเข้าร่วม"|"4  09/06/2565 -
คลิกเข้าร่วม"|"5  30/06/2565 -
คลิกเข้าร่วม"|"6  21/07/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.910&law_suit_year=2563&Law_Court_ID=106&deed_no=154605&addrno=26/509|2022-02-19 13:15:30.547269|13.91804472|100.55481675|nodetail||True
